#h          ndof      log||e||        ||e||     ndof
-1.39794    1.39794   -0.8318709161068398   0.14727501779840224    25
-1.69897    1.69897   -0.9180213633067151   0.12077544232011107    50
-2.00000    2.00000   -0.9918589613450380   0.10189222328955946    100
-2.30103    2.30103   -1.0663983700545032   8.5822592604556949E-002    200
-2.60206    2.60206   -1.1412949394226308   7.2227912055559326E-002    400
-2.90309    2.90309   -1.2148310988718489   6.0977399786167757E-002    800
